Scenario,Home_Temp,Population,Exp_Temp,Rep,Date and Time In,Date and Time Out,Total Time (days),# Start,# End,r,Temp.rep1,Temp.rep2
Acute,36,1,39,1,1/28/2020 7:02,1/29/2020 8:44,1.07,7,2,-1.17,36.1,36.1
Acute,36,1,39,2,1/28/2020 7:02,1/29/2020 8:50,1.07,7,5,-0.31,36.1,36.1
Acute,36,1,39,3,1/28/2020 7:02,1/29/2020 8:55,1.08,7,4,-0.52,36.1,36.1
Acute,36,1,39,4,1/28/2020 7:02,1/29/2020 9:00,1.08,7,4,-0.52,36.1,36.1
Acute,36,1,39,5,1/28/2020 7:02,1/29/2020 9:04,1.08,7,5,-0.31,36.1,36.1
Acute,36,1,39,6,1/28/2020 7:02,1/29/2020 9:08,1.09,7,5,-0.31,36.1,36.1
Acute,20,5,10,1,1/28/2020 6:24,1/29/2020 11:51,1.23,7,6,-0.13,20.5,20.5
Acute,20,5,10,2,1/28/2020 6:24,1/29/2020 11:44,1.22,7,7,0,20.5,20.5
Acute,20,5,10,3,1/28/2020 6:24,1/29/2020 11:57,1.23,7,7,0,20.5,20.5
Acute,20,5,10,4,1/28/2020 6:24,1/29/2020 11:48,1.22,7,7,0,20.5,20.5
Acute,20,5,10,5,1/28/2020 6:24,1/29/2020 11:59,1.23,7,7,0,20.5,20.5
Acute,20,5,10,6,1/28/2020 6:24,1/29/2020 11:54,1.23,7,7,0,20.5,20.5
Acute,20,5,20,1,1/28/2020 6:21,1/29/2020 12:41,1.26,7,7,0,20.5,20.5
Acute,20,5,20,2,1/28/2020 6:21,1/29/2020 12:44,1.27,7,9,0.2,20.5,20.5
Acute,20,5,20,3,1/28/2020 6:21,1/29/2020 12:47,1.27,7,11,0.36,20.5,20.5
Acute,20,5,20,4,1/28/2020 6:21,1/29/2020 12:51,1.27,7,8,0.11,20.5,20.5
Acute,20,5,20,5,1/28/2020 6:21,1/29/2020 12:55,1.27,7,12,0.42,20.5,20.5
Acute,20,5,20,6,1/28/2020 6:21,1/29/2020 12:58,1.28,7,8,0.1,20.5,20.5
Acute,20,5,25,1,1/28/2020 6:28,1/29/2020 14:11,1.32,7,25,0.96,20.5,20.5
Acute,20,5,25,2,1/28/2020 6:28,1/29/2020 14:18,1.33,7,23,0.9,20.5,20.5
Acute,20,5,25,3,1/28/2020 6:28,1/29/2020 14:22,1.33,7,26,0.99,20.5,20.5
Acute,20,5,25,4,1/28/2020 6:28,1/29/2020 14:27,1.33,7,22,0.86,20.5,20.5
Acute,20,5,25,5,1/28/2020 6:28,1/29/2020 14:31,1.34,7,21,0.82,20.5,20.5
Acute,20,5,25,6,1/28/2020 6:28,1/29/2020 14:35,1.34,7,21,0.82,20.5,20.5
Acute,20,5,28,1,1/28/2020 6:33,1/29/2020 13:30,1.29,7,27,1.05,20.5,20.5
Acute,20,5,28,2,1/28/2020 6:33,1/29/2020 13:37,1.29,7,32,1.17,20.5,20.5
Acute,20,5,28,3,1/28/2020 6:33,1/29/2020 13:42,1.3,7,29,1.1,20.5,20.5
Acute,20,5,28,4,1/28/2020 6:33,1/29/2020 13:48,1.3,7,29,1.09,20.5,20.5
Acute,20,5,28,5,1/28/2020 6:33,1/29/2020 13:56,1.31,7,28,1.06,20.5,20.5
Acute,20,5,28,6,1/28/2020 6:33,1/29/2020 14:04,1.31,7,27,1.03,20.5,20.5
Acute,20,5,30,1,1/28/2020 6:40,1/29/2020 9:35,1.12,7,31,1.33,20.5,20.5
Acute,20,5,30,2,1/28/2020 6:40,1/29/2020 9:39,1.12,7,27,1.2,20.5,20.5
Acute,20,5,30,3,1/28/2020 6:40,1/29/2020 9:43,1.13,7,27,1.2,20.5,20.5
Acute,20,5,30,4,1/28/2020 6:40,1/29/2020 9:47,1.13,7,25,1.13,20.5,20.5
Acute,20,5,30,5,1/28/2020 6:40,1/29/2020 9:51,1.13,7,28,1.22,20.5,20.5
Acute,20,5,30,6,1/28/2020 6:40,1/29/2020 9:55,1.14,7,27,1.19,20.5,20.5
Acute,20,5,32,1,1/28/2020 6:49,1/29/2020 10:19,1.15,7,31,1.3,20.5,20.5
Acute,20,5,32,2,1/28/2020 6:49,1/29/2020 10:28,1.15,7,30,1.26,20.5,20.5
Acute,20,5,32,3,1/28/2020 6:49,1/29/2020 10:34,1.16,7,27,1.17,20.5,20.5
Acute,20,5,32,4,1/28/2020 6:49,1/29/2020 10:42,1.16,7,27,1.16,20.5,20.5
Acute,20,5,32,5,1/28/2020 6:49,1/29/2020 10:48,1.17,7,28,1.19,20.5,20.5
Acute,20,5,32,6,1/28/2020 6:49,1/29/2020 10:54,1.17,7,31,1.27,20.5,20.5
Acute,20,5,36,1,1/28/2020 7:02,1/29/2020 12:07,1.21,7,27,1.11,20.5,20.5
Acute,20,5,36,2,1/28/2020 7:02,1/29/2020 12:13,1.22,7,24,1.01,20.5,20.5
Acute,20,5,36,3,1/28/2020 7:02,1/29/2020 12:19,1.22,7,21,0.9,20.5,20.5
Acute,20,5,36,4,1/28/2020 7:02,1/29/2020 12:25,1.22,7,23,0.97,20.5,20.5
Acute,20,5,36,5,1/28/2020 7:02,1/29/2020 12:32,1.23,7,21,0.89,20.5,20.5
Acute,20,5,36,6,1/28/2020 7:02,1/29/2020 12:38,1.23,7,21,0.89,20.5,20.5
Acute,20,5,39,1,1/28/2020 7:02,1/29/2020 9:04,1.08,7,7,0,20.5,20.5
Acute,20,5,39,2,1/28/2020 7:02,1/29/2020 9:07,1.09,7,8,0.12,20.5,20.5
Acute,20,5,39,3,1/28/2020 7:02,1/29/2020 9:20,1.1,7,3,-0.77,20.5,20.5
Acute,20,5,39,4,1/28/2020 7:02,1/29/2020 9:25,1.1,7,4,-0.51,20.5,20.5
Acute,20,5,39,5,1/28/2020 7:02,1/29/2020 9:27,1.1,7,7,0,20.5,20.5
Acute,20,5,39,6,1/28/2020 7:02,1/29/2020 9:30,1.1,7,7,0,20.5,20.5
Acute,36,4,10,1,1/28/2020 6:24,1/29/2020 12:39,1.26,7,4,-0.44,36.4,36.4
Acute,36,4,10,2,1/28/2020 6:24,1/29/2020 12:46,1.27,7,7,0,36.4,36.4
Acute,36,4,10,3,1/28/2020 6:24,1/29/2020 12:36,1.26,7,6,-0.12,36.4,36.4
Acute,36,4,10,4,1/28/2020 6:24,1/29/2020 12:55,1.27,7,6,-0.12,36.4,36.4
Acute,36,4,10,5,1/28/2020 6:24,1/29/2020 12:52,1.27,7,8,0.11,36.4,36.4
Acute,36,4,10,6,1/28/2020 6:24,1/29/2020 12:42,1.26,7,7,0,36.4,36.4
Acute,36,4,20,1,1/28/2020 6:21,1/29/2020 13:20,1.29,7,4,-0.43,36.4,36.4
Acute,36,4,20,2,1/28/2020 6:21,1/29/2020 13:30,1.3,7,8,0.1,36.4,36.4
Acute,36,4,20,3,1/28/2020 6:21,1/29/2020 13:23,1.29,7,8,0.1,36.4,36.4
Acute,36,4,20,4,1/28/2020 6:21,1/29/2020 13:16,1.29,7,10,0.28,36.4,36.4
Acute,36,4,20,5,1/28/2020 6:21,1/29/2020 13:26,1.3,7,11,0.35,36.4,36.4
Acute,36,4,20,6,1/28/2020 6:21,1/29/2020 13:33,1.3,7,10,0.27,36.4,36.4
Acute,36,4,25,1,1/28/2020 6:28,1/29/2020 12:17,1.24,7,14,0.56,36.4,36.4
Acute,36,4,25,2,1/28/2020 6:28,1/29/2020 12:12,1.24,7,14,0.56,36.4,36.4
Acute,36,4,25,3,1/28/2020 6:28,1/29/2020 12:26,1.25,7,13,0.5,36.4,36.4
Acute,36,4,25,4,1/28/2020 6:28,1/29/2020 12:30,1.25,7,12,0.43,36.4,36.4
Acute,36,4,25,5,1/28/2020 6:28,1/29/2020 12:22,1.25,7,16,0.66,36.4,36.4
Acute,36,4,25,6,1/28/2020 6:28,1/29/2020 12:07,1.24,7,10,0.29,36.4,36.4
Acute,36,4,28,1,1/28/2020 6:33,1/29/2020 11:37,1.21,7,24,1.02,36.4,36.4
Acute,36,4,28,2,1/28/2020 6:33,1/29/2020 11:40,1.21,7,12,0.44,36.4,36.4
Acute,36,4,28,3,1/28/2020 6:33,1/29/2020 11:44,1.22,7,18,0.78,36.4,36.4
Acute,36,4,28,4,1/28/2020 6:33,1/29/2020 11:46,1.22,7,18,0.78,36.4,36.4
Acute,36,4,28,5,1/28/2020 6:33,1/29/2020 11:49,1.22,7,23,0.98,36.4,36.4
Acute,36,4,28,6,1/28/2020 6:33,1/29/2020 11:52,1.22,7,18,0.77,36.4,36.4
Acute,36,4,30,1,1/28/2020 6:40,1/29/2020 9:26,1.12,7,19,0.9,36.4,36.4
Acute,36,4,30,2,1/28/2020 6:40,1/29/2020 9:34,1.12,7,19,0.89,36.4,36.4
Acute,36,4,30,3,1/28/2020 6:40,1/29/2020 9:41,1.13,7,16,0.73,36.4,36.4
Acute,36,4,30,4,1/28/2020 6:40,1/29/2020 9:47,1.13,7,13,0.55,36.4,36.4
Acute,36,4,30,5,1/28/2020 6:40,1/29/2020 9:55,1.14,7,11,0.4,36.4,36.4
Acute,36,4,30,6,1/28/2020 6:40,1/29/2020 10:08,1.14,7,24,1.08,36.4,36.4
Acute,36,4,32,1,1/28/2020 6:49,1/29/2020 11:02,1.18,7,24,1.05,36.4,36.4
Acute,36,4,32,2,1/28/2020 6:49,1/29/2020 11:07,1.18,7,18,0.8,36.4,36.4
Acute,36,4,32,3,1/28/2020 6:49,1/29/2020 11:12,1.18,7,24,1.04,36.4,36.4
Acute,36,4,32,4,1/28/2020 6:49,1/29/2020 11:16,1.19,7,22,0.97,36.4,36.4
Acute,36,4,32,5,1/28/2020 6:49,1/29/2020 11:21,1.19,7,13,0.52,36.4,36.4
Acute,36,4,32,6,1/28/2020 6:49,1/29/2020 11:26,1.19,7,19,0.84,36.4,36.4
Acute,36,4,36,1,1/28/2020 7:02,1/29/2020 11:56,1.2,7,12,0.45,36.4,36.4
Acute,36,4,36,2,1/28/2020 7:02,1/29/2020 11:59,1.21,7,11,0.37,36.4,36.4
Acute,36,4,36,3,1/28/2020 7:02,1/29/2020 12:02,1.21,7,13,0.51,36.4,36.4
Acute,36,4,36,4,1/28/2020 7:02,1/29/2020 12:04,1.21,7,14,0.57,36.4,36.4
Acute,36,4,36,5,1/28/2020 7:02,1/29/2020 12:06,1.21,7,13,0.51,36.4,36.4
Acute,36,4,36,6,1/28/2020 7:02,1/29/2020 12:08,1.21,7,18,0.78,36.4,36.4
Acute,36,4,39,1,1/28/2020 7:02,1/29/2020 9:04,1.08,7,6,-0.14,36.4,36.4
Acute,36,4,39,2,1/28/2020 7:02,1/29/2020 9:07,1.09,7,7,0,36.4,36.4
Acute,36,4,39,3,1/28/2020 7:02,1/29/2020 9:10,1.09,7,7,0,36.4,36.4
Acute,36,4,39,4,1/28/2020 7:02,1/29/2020 9:13,1.09,7,7,0,36.4,36.4
Acute,36,4,39,5,1/28/2020 7:02,1/29/2020 9:16,1.09,7,7,0,36.4,36.4
Acute,36,4,39,6,1/28/2020 7:02,1/29/2020 9:19,1.1,7,6,-0.14,36.4,36.4
CG,20,3,10,1,1/29/2020 16:47,1/30/2020 9:50,0.71,7,7,0,20.3,20.3
CG,20,3,10,2,1/29/2020 16:47,1/30/2020 9:53,0.71,7,7,0,20.3,20.3
CG,20,3,10,3,1/29/2020 16:47,1/30/2020 9:56,0.71,7,7,0,20.3,20.3
CG,20,3,10,4,1/29/2020 16:47,1/30/2020 9:58,0.72,7,7,0,20.3,20.3
CG,20,3,10,5,1/29/2020 16:47,1/30/2020 10:00,0.72,7,7,0,20.3,20.3
CG,20,3,10,6,1/29/2020 16:47,1/30/2020 10:02,0.72,7,8,0.19,20.3,20.3
CG,20,3,20,1,1/29/2020 16:54,1/30/2020 13:15,0.85,7,11,0.53,20.3,20.3
CG,20,3,20,2,1/29/2020 16:54,1/30/2020 13:17,0.85,7,11,0.53,20.3,20.3
CG,20,3,20,3,1/29/2020 16:54,1/30/2020 13:20,0.85,7,11,0.53,20.3,20.3
CG,20,3,20,4,1/29/2020 16:54,1/30/2020 13:25,0.85,7,12,0.63,20.3,20.3
CG,20,3,20,5,1/29/2020 16:54,1/30/2020 13:28,0.86,7,12,0.63,20.3,20.3
CG,20,3,20,6,1/29/2020 16:54,1/30/2020 13:31,0.86,7,8,0.16,20.3,20.3
CG,20,3,25,1,1/29/2020 16:50,1/30/2020 13:38,0.87,7,17,1.02,20.3,20.3
CG,20,3,25,2,1/29/2020 16:50,1/30/2020 13:42,0.87,7,23,1.37,20.3,20.3
CG,20,3,25,3,1/29/2020 16:50,1/30/2020 13:46,0.87,7,18,1.08,20.3,20.3
CG,20,3,25,4,1/29/2020 16:50,1/30/2020 13:50,0.88,7,23,1.36,20.3,20.3
CG,20,3,25,5,1/29/2020 16:50,1/30/2020 13:55,0.88,7,23,1.35,20.3,20.3
CG,20,3,25,6,1/29/2020 16:50,1/30/2020 13:58,0.88,7,19,1.13,20.3,20.3
CG,20,3,28,1,1/29/2020 16:52,1/30/2020 12:09,0.8,7,32,1.89,20.3,20.3
CG,20,3,28,2,1/29/2020 16:52,1/30/2020 12:15,0.81,7,28,1.72,20.3,20.3
CG,20,3,28,3,1/29/2020 16:52,1/30/2020 12:22,0.81,7,32,1.87,20.3,20.3
CG,20,3,28,4,1/29/2020 16:52,1/30/2020 12:28,0.82,7,31,1.82,20.3,20.3
CG,20,3,28,5,1/29/2020 16:52,1/30/2020 12:34,0.82,7,31,1.81,20.3,20.3
CG,20,3,28,6,1/29/2020 16:52,1/30/2020 12:38,0.82,7,27,1.64,20.3,20.3
CG,20,3,30,1,1/29/2020 16:52,1/30/2020 11:14,0.77,7,36,2.14,20.3,20.3
CG,20,3,30,2,1/29/2020 16:52,1/30/2020 11:22,0.77,7,41,2.29,20.3,20.3
CG,20,3,30,3,1/29/2020 16:52,1/30/2020 11:27,0.77,7,32,1.96,20.3,20.3
CG,20,3,30,4,1/29/2020 16:52,1/30/2020 11:34,0.78,7,34,2.03,20.3,20.3
CG,20,3,30,5,1/29/2020 16:52,1/30/2020 11:42,0.78,7,33,1.98,20.3,20.3
CG,20,3,30,6,1/29/2020 16:52,1/30/2020 11:48,0.79,7,36,2.08,20.3,20.3
CG,20,3,32,1,1/29/2020 16:54,1/30/2020 12:44,0.83,7,44,2.22,20.3,20.3
CG,20,3,32,2,1/29/2020 16:54,1/30/2020 12:49,0.83,7,43,2.19,20.3,20.3
CG,20,3,32,3,1/29/2020 16:54,1/30/2020 12:54,0.83,7,40,2.09,20.3,20.3
CG,20,3,32,4,1/29/2020 16:54,1/30/2020 12:59,0.84,7,47,2.28,20.3,20.3
CG,20,3,32,5,1/29/2020 16:54,1/30/2020 13:05,0.84,7,38,2.01,20.3,20.3
CG,20,3,32,6,1/29/2020 16:54,1/30/2020 13:10,0.84,7,37,1.97,20.3,20.3
CG,20,3,36,1,1/29/2020 16:53,1/30/2020 14:02,0.88,7,34,1.79,20.3,20.3
CG,20,3,36,2,1/29/2020 16:53,1/30/2020 14:05,0.88,7,27,1.53,20.3,20.3
CG,20,3,36,3,1/29/2020 16:53,1/30/2020 14:08,0.89,7,41,2,20.3,20.3
CG,20,3,36,4,1/29/2020 16:53,1/30/2020 14:12,0.89,7,29,1.6,20.3,20.3
CG,20,3,36,5,1/29/2020 16:53,1/30/2020 14:14,0.89,7,29,1.6,20.3,20.3
CG,20,3,36,6,1/29/2020 16:53,1/30/2020 14:17,0.89,7,36,1.84,20.3,20.3
CG,20,3,39,1,1/29/2020 16:50,1/30/2020 10:47,0.75,7,4,-0.75,20.3,20.3
CG,20,3,39,2,1/29/2020 16:50,1/30/2020 10:49,0.75,7,7,0,20.3,20.3
CG,20,3,39,3,1/29/2020 16:50,1/30/2020 10:52,0.75,7,7,0,20.3,20.3
CG,20,3,39,4,1/29/2020 16:50,1/30/2020 10:54,0.75,7,6,-0.2,20.3,20.3
CG,20,3,39,5,1/29/2020 16:50,1/30/2020 10:55,0.75,7,7,0,20.3,20.3
CG,20,3,39,6,1/29/2020 16:50,1/30/2020 10:57,0.75,7,7,0,20.3,20.3
CG,20,4,10,1,1/29/2020 16:47,1/30/2020 9:04,0.68,7,7,0,20.4,20.4
CG,20,4,10,2,1/29/2020 16:47,1/30/2020 9:06,0.68,7,6,-0.23,20.4,20.4
CG,20,4,10,3,1/29/2020 16:47,1/30/2020 9:07,0.68,7,7,0,20.4,20.4
CG,20,4,10,4,1/29/2020 16:47,1/30/2020 9:08,0.68,7,5,-0.49,20.4,20.4
CG,20,4,10,5,1/29/2020 16:47,1/30/2020 9:10,0.68,7,6,-0.23,20.4,20.4
CG,20,4,10,6,1/29/2020 16:47,1/30/2020 9:12,0.68,7,6,-0.23,20.4,20.4
CG,20,4,20,1,1/29/2020 16:54,1/30/2020 14:08,0.88,7,11,0.51,20.4,20.4
CG,20,4,20,2,1/29/2020 16:54,1/30/2020 14:08,0.88,7,7,0,20.4,20.4
CG,20,4,20,3,1/29/2020 16:54,1/30/2020 14:10,0.89,7,8,0.15,20.4,20.4
CG,20,4,20,4,1/29/2020 16:54,1/30/2020 14:14,0.89,7,9,0.28,20.4,20.4
CG,20,4,20,5,1/29/2020 16:54,1/30/2020 14:16,0.89,7,6,-0.17,20.4,20.4
CG,20,4,20,6,1/29/2020 16:54,1/30/2020 14:20,0.89,7,10,0.4,20.4,20.4
CG,20,4,25,1,1/29/2020 16:50,1/30/2020 14:23,0.9,7,21,1.22,20.4,20.4
CG,20,4,25,2,1/29/2020 16:50,1/30/2020 14:26,0.9,7,21,1.22,20.4,20.4
CG,20,4,25,3,1/29/2020 16:50,1/30/2020 14:31,0.9,7,17,0.98,20.4,20.4
CG,20,4,25,4,1/29/2020 16:50,1/30/2020 14:35,0.91,7,21,1.21,20.4,20.4
CG,20,4,25,5,1/29/2020 16:50,1/30/2020 14:39,0.91,7,22,1.26,20.4,20.4
CG,20,4,25,6,1/29/2020 16:50,1/30/2020 14:43,0.91,7,22,1.26,20.4,20.4
CG,20,4,28,1,1/29/2020 16:52,1/30/2020 13:25,0.86,7,20,1.23,20.4,20.4
CG,20,4,28,2,1/29/2020 16:52,1/30/2020 13:31,0.86,7,24,1.43,20.4,20.4
CG,20,4,28,3,1/29/2020 16:52,1/30/2020 13:36,0.86,7,28,1.6,20.4,20.4
CG,20,4,28,4,1/29/2020 16:52,1/30/2020 13:42,0.87,7,30,1.68,20.4,20.4
CG,20,4,28,5,1/29/2020 16:52,1/30/2020 13:50,0.87,7,32,1.74,20.4,20.4
CG,20,4,28,6,1/29/2020 16:52,1/30/2020 13:56,0.88,7,27,1.54,20.4,20.4
CG,20,4,30,1,1/29/2020 16:52,1/30/2020 11:22,0.77,7,29,1.84,20.4,20.4
CG,20,4,30,2,1/29/2020 16:52,1/30/2020 11:27,0.77,7,30,1.88,20.4,20.4
CG,20,4,30,3,1/29/2020 16:52,1/30/2020 11:30,0.78,7,29,1.83,20.4,20.4
CG,20,4,30,4,1/29/2020 16:52,1/30/2020 11:34,0.78,7,29,1.82,20.4,20.4
CG,20,4,30,5,1/29/2020 16:52,1/30/2020 11:36,0.78,7,29,1.82,20.4,20.4
CG,20,4,30,6,1/29/2020 16:52,1/30/2020 11:42,0.78,7,23,1.52,20.4,20.4
CG,20,4,32,1,1/29/2020 16:54,1/30/2020 11:47,0.79,7,32,1.93,20.4,20.4
CG,20,4,32,2,1/29/2020 16:54,1/30/2020 11:51,0.79,7,31,1.88,20.4,20.4
CG,20,4,32,3,1/29/2020 16:54,1/30/2020 11:54,0.79,7,27,1.71,20.4,20.4
CG,20,4,32,4,1/29/2020 16:54,1/30/2020 11:48,0.79,7,26,1.67,20.4,20.4
CG,20,4,32,5,1/29/2020 16:54,1/30/2020 11:51,0.79,7,15,0.97,20.4,20.4
CG,20,4,32,6,1/29/2020 16:54,1/30/2020 11:54,0.79,7,28,1.75,20.4,20.4
CG,20,4,36,1,1/29/2020 16:53,1/30/2020 10:25,0.73,7,20,1.44,20.4,20.4
CG,20,4,36,2,1/29/2020 16:53,1/30/2020 10:30,0.73,7,18,1.29,20.4,20.4
CG,20,4,36,3,1/29/2020 16:53,1/30/2020 10:33,0.74,7,18,1.28,20.4,20.4
CG,20,4,36,4,1/29/2020 16:53,1/30/2020 10:36,0.74,7,15,1.03,20.4,20.4
CG,20,4,36,5,1/29/2020 16:53,1/30/2020 10:39,0.74,7,21,1.48,20.4,20.4
CG,20,4,36,6,1/29/2020 16:53,1/30/2020 10:42,0.74,7,18,1.27,20.4,20.4
CG,20,4,39,1,1/29/2020 16:50,1/30/2020 10:05,0.72,7,7,0,20.4,20.4
